run_tag,case,case_number,weather_year,season,allocation,slurm_job_name,relative_path,demand_md5,size_mb
genx__reedsco__prox__aratio__monthhour,p13,13,2012,Winter,"ReEDS county-first, Method 1 (alpha = u/n). County gets its ReEDS share of statewide energy; uncovered buses take the equal share an even split would give them, substation buses split their remainder by max-load envelope. Every candidate bus loaded. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__reedsco__prox__aratio__monthhour/p13,afb4dc0a8e3a58988bd8cc65d9c20dfd,9.4
genx__reedsco__prox__aratio__monthhour,p19,19,2011,Spring,"ReEDS county-first, Method 1 (alpha = u/n). County gets its ReEDS share of statewide energy; uncovered buses take the equal share an even split would give them, substation buses split their remainder by max-load envelope. Every candidate bus loaded. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__reedsco__prox__aratio__monthhour/p19,a17d9194dbfcc889db7f9a1c026296c8,9.4
genx__reedsco__prox__aratio__monthhour,p20,20,2012,Spring,"ReEDS county-first, Method 1 (alpha = u/n). County gets its ReEDS share of statewide energy; uncovered buses take the equal share an even split would give them, substation buses split their remainder by max-load envelope. Every candidate bus loaded. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__reedsco__prox__aratio__monthhour/p20,a17d9194dbfcc889db7f9a1c026296c8,9.5
genx__reedsco__prox__aratio__monthhour,p26,26,2011,Fall,"ReEDS county-first, Method 1 (alpha = u/n). County gets its ReEDS share of statewide energy; uncovered buses take the equal share an even split would give them, substation buses split their remainder by max-load envelope. Every candidate bus loaded. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__reedsco__prox__aratio__monthhour/p26,9f7ebb412e7f49479ec7b073b3a23daa,9.5
genx__reedsco__prox__aratio__monthhour,p27,27,2012,Fall,"ReEDS county-first, Method 1 (alpha = u/n). County gets its ReEDS share of statewide energy; uncovered buses take the equal share an even split would give them, substation buses split their remainder by max-load envelope. Every candidate bus loaded. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__reedsco__prox__aratio__monthhour/p27,9f7ebb412e7f49479ec7b073b3a23daa,9.5
genx__reedsco__prox__aratio__static,p5,5,2011,Summer,"ReEDS county-first, Method 1 (alpha = u/n). County gets its ReEDS share of statewide energy; uncovered buses take the equal share an even split would give them, substation buses split their remainder by max-load envelope. Every candidate bus loaded.",cem_1wk_dispatch,genx__reedsco__prox__aratio__static/p5,b3cd9bf358d466ed32ef9a755c2ab326,9.5
genx__reedsco__prox__aratio__static,p6,6,2012,Summer,"ReEDS county-first, Method 1 (alpha = u/n). County gets its ReEDS share of statewide energy; uncovered buses take the equal share an even split would give them, substation buses split their remainder by max-load envelope. Every candidate bus loaded.",cem_1wk_dispatch,genx__reedsco__prox__aratio__static/p6,b3cd9bf358d466ed32ef9a755c2ab326,9.5
genx__reedsco__prox__aratio__static,p12,12,2011,Winter,"ReEDS county-first, Method 1 (alpha = u/n). County gets its ReEDS share of statewide energy; uncovered buses take the equal share an even split would give them, substation buses split their remainder by max-load envelope. Every candidate bus loaded.",cem_1wk_dispatch,genx__reedsco__prox__aratio__static/p12,34dd658ca2c8910a8de7e6d33085b7b6,9.4
genx__reedsco__prox__aratio__static,p13,13,2012,Winter,"ReEDS county-first, Method 1 (alpha = u/n). County gets its ReEDS share of statewide energy; uncovered buses take the equal share an even split would give them, substation buses split their remainder by max-load envelope. Every candidate bus loaded.",cem_1wk_dispatch,genx__reedsco__prox__aratio__static/p13,34dd658ca2c8910a8de7e6d33085b7b6,9.4
genx__reedsco__prox__aratio__static,p19,19,2011,Spring,"ReEDS county-first, Method 1 (alpha = u/n). County gets its ReEDS share of statewide energy; uncovered buses take the equal share an even split would give them, substation buses split their remainder by max-load envelope. Every candidate bus loaded.",cem_1wk_dispatch,genx__reedsco__prox__aratio__static/p19,992d7c6d82724edc81ee1582a5a1c56b,9.4
genx__reedsco__prox__aratio__static,p20,20,2012,Spring,"ReEDS county-first, Method 1 (alpha = u/n). County gets its ReEDS share of statewide energy; uncovered buses take the equal share an even split would give them, substation buses split their remainder by max-load envelope. Every candidate bus loaded.",cem_1wk_dispatch,genx__reedsco__prox__aratio__static/p20,992d7c6d82724edc81ee1582a5a1c56b,9.5
genx__reedsco__prox__aratio__static,p26,26,2011,Fall,"ReEDS county-first, Method 1 (alpha = u/n). County gets its ReEDS share of statewide energy; uncovered buses take the equal share an even split would give them, substation buses split their remainder by max-load envelope. Every candidate bus loaded.",cem_1wk_dispatch,genx__reedsco__prox__aratio__static/p26,49520cf88999b6577add29a0c68aec23,9.5
genx__reedsco__prox__aratio__static,p27,27,2012,Fall,"ReEDS county-first, Method 1 (alpha = u/n). County gets its ReEDS share of statewide energy; uncovered buses take the equal share an even split would give them, substation buses split their remainder by max-load envelope. Every candidate bus loaded.",cem_1wk_dispatch,genx__reedsco__prox__aratio__static/p27,49520cf88999b6577add29a0c68aec23,9.5
genx__stoch__catch__w2-mean__monthhour,p5,5,2011,Summer,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Substation->bus map: transportation-LP CATCHMENTS -- every candidate bus is assigned to a substation and load returns to the catchment, so every candidate bus stays loaded. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__catch__w2-mean__monthhour/p5,ead7bfe0a1c3102d50d6c4195275ad7d,9.5
genx__stoch__catch__w2-mean__monthhour,p6,6,2012,Summer,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Substation->bus map: transportation-LP CATCHMENTS -- every candidate bus is assigned to a substation and load returns to the catchment, so every candidate bus stays loaded. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__catch__w2-mean__monthhour/p6,ead7bfe0a1c3102d50d6c4195275ad7d,9.5
genx__stoch__catch__w2-mean__monthhour,p12,12,2011,Winter,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Substation->bus map: transportation-LP CATCHMENTS -- every candidate bus is assigned to a substation and load returns to the catchment, so every candidate bus stays loaded. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__catch__w2-mean__monthhour/p12,364550235e1a72201dc3bda42379627a,9.5
genx__stoch__catch__w2-mean__monthhour,p13,13,2012,Winter,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Substation->bus map: transportation-LP CATCHMENTS -- every candidate bus is assigned to a substation and load returns to the catchment, so every candidate bus stays loaded. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__catch__w2-mean__monthhour/p13,364550235e1a72201dc3bda42379627a,9.5
genx__stoch__catch__w2-mean__monthhour,p19,19,2011,Spring,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Substation->bus map: transportation-LP CATCHMENTS -- every candidate bus is assigned to a substation and load returns to the catchment, so every candidate bus stays loaded. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__catch__w2-mean__monthhour/p19,a1be75db6669814f4f9e87c10c6b4b53,9.5
genx__stoch__catch__w2-mean__monthhour,p20,20,2012,Spring,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Substation->bus map: transportation-LP CATCHMENTS -- every candidate bus is assigned to a substation and load returns to the catchment, so every candidate bus stays loaded. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__catch__w2-mean__monthhour/p20,a1be75db6669814f4f9e87c10c6b4b53,9.5
genx__stoch__catch__w2-mean__monthhour,p26,26,2011,Fall,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Substation->bus map: transportation-LP CATCHMENTS -- every candidate bus is assigned to a substation and load returns to the catchment, so every candidate bus stays loaded. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__catch__w2-mean__monthhour/p26,99d33b44791c93112cc440b1e6a3a530,9.5
genx__stoch__catch__w2-mean__monthhour,p27,27,2012,Fall,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Substation->bus map: transportation-LP CATCHMENTS -- every candidate bus is assigned to a substation and load returns to the catchment, so every candidate bus stays loaded. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__catch__w2-mean__monthhour/p27,99d33b44791c93112cc440b1e6a3a530,9.5
genx__stoch__namecatch__w2-mean__monthhour,p5,5,2011,Summer,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Substation->bus map: identity matches forced, LP catchments for the rest; every candidate bus stays loaded. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__namecatch__w2-mean__monthhour/p5,60c8babc2b499ffeb399d64fc09287ad,9.5
genx__stoch__namecatch__w2-mean__monthhour,p6,6,2012,Summer,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Substation->bus map: identity matches forced, LP catchments for the rest; every candidate bus stays loaded. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__namecatch__w2-mean__monthhour/p6,60c8babc2b499ffeb399d64fc09287ad,9.5
genx__stoch__namecatch__w2-mean__monthhour,p12,12,2011,Winter,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Substation->bus map: identity matches forced, LP catchments for the rest; every candidate bus stays loaded. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__namecatch__w2-mean__monthhour/p12,2d05126147ac514a098ab89694760ec8,9.5
genx__stoch__namecatch__w2-mean__monthhour,p13,13,2012,Winter,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Substation->bus map: identity matches forced, LP catchments for the rest; every candidate bus stays loaded. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__namecatch__w2-mean__monthhour/p13,2d05126147ac514a098ab89694760ec8,9.5
genx__stoch__namecatch__w2-mean__monthhour,p19,19,2011,Spring,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Substation->bus map: identity matches forced, LP catchments for the rest; every candidate bus stays loaded. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__namecatch__w2-mean__monthhour/p19,7436e83cb310a5e970ecf80744c359ab,9.5
genx__stoch__namecatch__w2-mean__monthhour,p20,20,2012,Spring,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Substation->bus map: identity matches forced, LP catchments for the rest; every candidate bus stays loaded. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__namecatch__w2-mean__monthhour/p20,7436e83cb310a5e970ecf80744c359ab,9.5
genx__stoch__namecatch__w2-mean__monthhour,p26,26,2011,Fall,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Substation->bus map: identity matches forced, LP catchments for the rest; every candidate bus stays loaded. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__namecatch__w2-mean__monthhour/p26,643876b0b4ec899c83d4ad69aafba48d,9.5
genx__stoch__namecatch__w2-mean__monthhour,p27,27,2012,Fall,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Substation->bus map: identity matches forced, LP catchments for the rest; every candidate bus stays loaded. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__namecatch__w2-mean__monthhour/p27,643876b0b4ec899c83d4ad69aafba48d,9.5
genx__stoch__nameprox__w1g30top-mean__monthhour,p5,5,2011,Summer,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Substation->bus map: CEC-lineage IDENTITY match first (the bus built from the substation's own CEC record), proximity for the remainder. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__nameprox__w1g30top-mean__monthhour/p5,970b5a6e13bbb9f7ccaccaee1f55c7dd,9.5
genx__stoch__nameprox__w1g30top-mean__monthhour,p6,6,2012,Summer,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Substation->bus map: CEC-lineage IDENTITY match first (the bus built from the substation's own CEC record), proximity for the remainder. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__nameprox__w1g30top-mean__monthhour/p6,970b5a6e13bbb9f7ccaccaee1f55c7dd,9.5
genx__stoch__nameprox__w1g30top-mean__monthhour,p12,12,2011,Winter,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Substation->bus map: CEC-lineage IDENTITY match first (the bus built from the substation's own CEC record), proximity for the remainder. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__nameprox__w1g30top-mean__monthhour/p12,b1214dc1ac5e3533ccfb3af58b1c66aa,9.4
genx__stoch__nameprox__w1g30top-mean__monthhour,p13,13,2012,Winter,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Substation->bus map: CEC-lineage IDENTITY match first (the bus built from the substation's own CEC record), proximity for the remainder. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__nameprox__w1g30top-mean__monthhour/p13,b1214dc1ac5e3533ccfb3af58b1c66aa,9.4
genx__stoch__nameprox__w1g30top-mean__monthhour,p19,19,2011,Spring,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Substation->bus map: CEC-lineage IDENTITY match first (the bus built from the substation's own CEC record), proximity for the remainder. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__nameprox__w1g30top-mean__monthhour/p19,9fdfb572045368a5061e8a86fc971bf4,9.4
genx__stoch__nameprox__w1g30top-mean__monthhour,p20,20,2012,Spring,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Substation->bus map: CEC-lineage IDENTITY match first (the bus built from the substation's own CEC record), proximity for the remainder. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__nameprox__w1g30top-mean__monthhour/p20,9fdfb572045368a5061e8a86fc971bf4,9.4
genx__stoch__nameprox__w1g30top-mean__monthhour,p26,26,2011,Fall,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Substation->bus map: CEC-lineage IDENTITY match first (the bus built from the substation's own CEC record), proximity for the remainder. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__nameprox__w1g30top-mean__monthhour/p26,2a8f41b61d57be013080b119d3d9055a,9.5
genx__stoch__nameprox__w1g30top-mean__monthhour,p27,27,2012,Fall,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Substation->bus map: CEC-lineage IDENTITY match first (the bus built from the substation's own CEC record), proximity for the remainder. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__nameprox__w1g30top-mean__monthhour/p27,2a8f41b61d57be013080b119d3d9055a,9.5
genx__stoch__prox__w1g30-d0__monthhour,p5,5,2011,Summer,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off OFF: the swept uncovered buses go to zero. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 0. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30-d0__monthhour/p5,2a9510e7b893eeebb8e788bf69f24d66,9.5
genx__stoch__prox__w1g30-d0__monthhour,p6,6,2012,Summer,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off OFF: the swept uncovered buses go to zero. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 0. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30-d0__monthhour/p6,2a9510e7b893eeebb8e788bf69f24d66,9.5
genx__stoch__prox__w1g30-d0__monthhour,p12,12,2011,Winter,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off OFF: the swept uncovered buses go to zero. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 0. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30-d0__monthhour/p12,e0285596e73de407c473de62d3f3f44d,9.5
genx__stoch__prox__w1g30-d0__monthhour,p13,13,2012,Winter,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off OFF: the swept uncovered buses go to zero. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 0. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30-d0__monthhour/p13,e0285596e73de407c473de62d3f3f44d,9.5
genx__stoch__prox__w1g30-d0__monthhour,p19,19,2011,Spring,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off OFF: the swept uncovered buses go to zero. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 0. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30-d0__monthhour/p19,94e49e9e71946ff241042590d38e05d0,9.5
genx__stoch__prox__w1g30-d0__monthhour,p20,20,2012,Spring,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off OFF: the swept uncovered buses go to zero. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 0. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30-d0__monthhour/p20,94e49e9e71946ff241042590d38e05d0,9.5
genx__stoch__prox__w1g30-d0__monthhour,p26,26,2011,Fall,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off OFF: the swept uncovered buses go to zero. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 0. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30-d0__monthhour/p26,93ead3a2b48e42b023366ad47b84660d,9.5
genx__stoch__prox__w1g30-d0__monthhour,p27,27,2012,Fall,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off OFF: the swept uncovered buses go to zero. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 0. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30-d0__monthhour/p27,93ead3a2b48e42b023366ad47b84660d,9.5
genx__stoch__prox__w1g30-d1__monthhour,p5,5,2011,Summer,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off OFF: the swept uncovered buses go to zero. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 1. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30-d1__monthhour/p5,fa78c0c1deb1590439495434a087e034,9.5
